"text","usa","ID"
"RT @infobaecolombia: Shakira le envió mensaje a la hija del príncipe William de Inglaterra: “Me alegra mucho saber que te gusta mi música,…","yes",45
"RT @DonnieBigBags: Earlier this month Morgan Stanley said ""The metaverse Is the next big Investment theme""

Today the Bank of America ""beli…","yes",46
"Lo diré en español porque no pienso hablarle en inglés a un prieto en otro país.
La X era antes la J del español medieval hasta que después de la conquista de América cambió a usarse como Ch y Z. Podemos observar esto en Oaxaca, Xochimilco y México. El náhuatl son códices. https://t.co/uevNPO5e3l","yes",47
"RT @brattykv: taehyung said he can’t do long distance relationships no wonder he’s like this when he’s in america and jungkook’s in korea","yes",48
"美国银行（Bank of America）也非常看好元宇宙的未来发展，并将元宇宙列为对人类生活可能有革命性影响的14项科技之一。美国银行公布的报告说，“元宇宙将有无数个虚拟世界互相联结而组成，和我们的现实世界也紧密联结。”“元宇宙将成为稳固的经济模式，涵盖工作和娱乐休闲，发展已久的各种产业和市场，","yes",49
"@RichardBSpencer America used to lead and Europe follow. But not any more as America has become an ideological wasteland not worth following. https://t.co/wrYTKyOnRr","yes",50
"RT @12Dohlicious: They say, Kyungsoo is irrelevant but Kyungsoo brought the name EXO on overseas TV, ABC News America 😌  https://t.co/cMsQI…","yes",51
"RT @JuliaMorales: Baseball America announced today that Astros manager Dusty Baker has been named their 2021 Manager of the Year.","yes",52
"RT @WaldoFFC1902: Fluminense campeão da America , nos penaltis , contra a Dissidencia","yes",53
"RT @brattykv: taehyung said he can’t do long distance relationships no wonder he’s like this when he’s in america and jungkook’s in korea","yes",54
"RT @lindyli: Republicans want Putin to invade Ukraine

Ted Cruz, Josh Hawley &amp; Marco Rubio continue to block dozens of vital national secur…","yes",55
"RT @TeoKengBee1: @hatakeno_tomato @ikeda_kayoko 世界で最初にアルゼンチンモデルを導入したアルゼンチンで「女」という文字が消えた事実の証拠を示しますね。

#ErasingWomen

https://t.co/7OdVjOptJ4","yes",56
"RT @CNNEE: 🥃 Conoce los bares latinoamericanos que están en la lista anual de los 50 mejores bares del mundo 2021. https://t.co/Eym4YtgCbj…","yes",57
"Cuban Sees Car Dealership for First Time (Firsts in America) https://t.co/CAgtoA7KSQ via @YouTube","yes",58
"#BARBBIEBUXXXOM💋💋💋💋 #computerart #NFTs #NFT #NFTCommunity #art #comics #artistoninstagram #onlyfans  #detail #acrylicpainting  #hyperrealism
#color #airbrush  #illustration #fantasy #sequentailart #fashion #design #america #europe #japan  #goddess #dollification 
 #bimbo https://t.co/s4OpGDPuVM","yes",59
"RT @MRFANTASTIC4444: British Empire 2.0 America is on the brink of financial collapse &amp; on a collision course 2 war against Russia &amp; China…","yes",60
"RT @OccupyDemocrats: BREAKING: Elon Musk, the richest person in the world, tells a room full of CEOs that we should ""can"" Biden's historic…","yes",61
"RT @PplsCityCouncil: BREAKING: massive smash and grab robberies and organized crime ring exposed in America https://t.co/9j9tPezTjE","yes",62
"RT @favianemily: A $200 Million, 2 yr modern day slave trade was uncovered in Georgia. Migrants from Mexico and Central America were forced…","yes",63
"Jefa, a fintech firm based in Latin America and the Caribbean, has raised a $2 million seed round to develop a digital account with a product tailored to women in the region. Click the link: #women #digital #sustainability https://t.co/2LKOnifvL8","yes",64
"RT @RWMaloneMD: ""By tracking the evolutionary trajectories of vax-resistant mutations in more than 2.2 million SARS-CoV-2 genomes, we revea…","yes",65
"RT @_IWBF: 🏀 Games got underway in Buenos Aires yesterday for the men's competition of the 2021 South America Championships.

Results 
ARG…","yes",66
"@HarryStopes Curiously it seems that first-world living standards are defined by things they have (dryers, walk-in fridges) whereas things that doesn't happen to be common in America (e.g. electric kettles) are pointless extravagances.","yes",67
"@Itzusmanov @_JrAnthoony You mean South America right?","yes",68
"RT @MRobertsQLD: This American Governor is beating big pharma’s agencies in the Biden federal government in America. This Governor is doing…","yes",69
"Há uns cálculos peculiares no Oscar, mas o vencedor de Melhor Filme é tipo isso, por exemplo.

Ah, a lista divulgada é do “Sindicato de Roteiristas da América”! 1 filme alemão, 1 brasileiro, 1 coreano... obviamente.","yes",70
"How is it possible that America's flag flying backwards is being touted as moving 'forward'? Smells extra stank on that lie.","yes",71
"RT @OccupyDemocrats: BREAKING: Elon Musk, the richest person in the world, tells a room full of CEOs that we should ""can"" Biden's historic…","yes",72
"RT @POTUS: Since I took office in January, we’ve had the fastest drop in unemployment in a single year — and the most jobs added in the fir…","yes",73
"This is America!! https://t.co/jOJzVX5Qi6","yes",74
"RT @brattykv: taehyung said he can’t do long distance relationships no wonder he’s like this when he’s in america and jungkook’s in korea","yes",75
"Laughter is America’s most important export.
 – Walt Disney","yes",76
"RT @RoranceBreaker: @CP24 The African continent has around 7% vaccination right now, Canada and the US around 53%. Judging by those numbers…","yes",77
"RT @couragefound: ""Julian #Assange would be buried alive in the US justice system. 

Ironically, treated worse than those responsible for A…","yes",78
"Joe #Biden advirtió a Vladimir #Putin que Estados Unidos aplicará ""fuertes medidas económicas y de otro tipo"" contra Rusia, en caso de una escalada militar con Ucrania. https://t.co/VZtBlabRD2","yes",79
"RT @CentralAHSBr: Angelica Ross explicou para os seus seguidores estadunidenses que o Brasil também fica na América. https://t.co/qxfCnQ2d2w","yes",80
"RT @MCU_Direct: Kevin Feige has cited CAPTAIN AMERICA: CIVIL WAR as the #MCU movie which gave #MarvelStudios the ""ambition"" to assemble mor…","yes",81
"RT @taekoosfairy: wasn’t it like midnight in america when tae posted it.. he’s in bed, missing jk, his little spoon","yes",82
"@IdiazAyuso @eossoriocrespo Latino? América... Latino? Se refieren al Quebec? A Martinique? A los italoamericanos? Habla rumano esa Latino? América? 
@populares #PartidoAcomPPlejado.

En @vox_es se trabaja por la #Hispanidad y la #Iberosfera 

@Santi_ABASCAL @monasterioR @hermanntertsch @gaceta_es","yes",83
"@mehdirhasan Is this to protect themselves from other kids like themselves? Because this can't be for hunting deer. Unless deer in North America have evolved hippo hide, wolf hunting tactics, or tamed falcons who provide them with surveillance. Either the deer have grown smarter or ...","yes",84
"RT @infobae: La otra cara de los autos eléctricos: la contaminación que genera la producción de sus baterías https://t.co/0NPIpau3cE","yes",85
"RT @DeportesRCN: 👹🏆¡LA PELÍCULA DEL CAMPEÓN!🏆👹 

¡Una pasión, una locura, una enfermedad llamada AMÉRICA DE CALI!. Así vivimos en @Deportes…","yes",86
"وفاة نجمة America’s Got Talent سكيلير هيكس في ظروف غامضة
 https://t.co/H94hJn0MG1","yes",87
"@perchetendenza @Corriere L'America ha tanti problemi. È ovvio che in un panorama di oltre 20.000 omicidi l'anno, ci sian oqielli derubricati se non ci sono moventi particolari. Il movente razziale è un tema caldo, quello delle gang un problema che tendono a sotterrare, perché non riescono a risolverlo","yes",88
"Corporate theft from employees has no real consequences. 
https://t.co/Dmi7QO2Pp2","yes",89
"RT @JonesMurphy: Untold millions have been spent on prosecuting the menacing threat from Jussie Smollett. No prosecutor in America has lift…","yes",90
"RT @DonnieBigBags: Earlier this month Morgan Stanley said ""The metaverse Is the next big Investment theme""

Today the Bank of America ""beli…","yes",91
"@WEED_ENT @MSuppasit Thank you @WEED_ENT  glad to have you with us mewlions ❤ love from AMERICA 🇺🇸❤","yes",92
"@JrMoneyGettin This channel is really good it's kinda nerdy but it explains why traffic is really bad in North America https://t.co/XNCjOnFEdl","yes",93
"RT @JeremyWard33: Have people who say America is the greatest country on Earth ever been anywhere at all","yes",94
"RT @BritishDeerSoc: Reindeer are called caribou in North America.  The name comes from the name yalipu given to them by the indigenous Micm…","yes",95
"RT @ewarren: It is time for a #WealthTax in America.
https://t.co/I7KVsR3xyA","yes",96
"RT @_JrAnthoony: Wizkid &amp; Tems performed ""ESSENCE"" at America's “The Tonight Show Starring Jimmy Fallon”. 🦅🇺🇸 #WizKidXJimmyFallon

https://…","yes",97
"RT @favianemily: A $200 Million, 2 yr modern day slave trade was uncovered in Georgia. Migrants from Mexico and Central America were forced…","yes",98
"RT @JBrisenio411: Liberals are saying any Black American on Twitter that says illegal immigration hurts the Black community and/or immigrat…","yes",99
"RT @rebekah0132: @debearscave I am sorry, Bear McGinnis. I respectfully disagree.

Russia will never be America's friend.

US and Russia's…","yes",100
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",101
"I weirdly think of England as akin to being absorbed by a rain-drenched hedge, and of America as shouting at the sun.","yes",102
"RT @ckyunstd: since monsta x are finally in america, let me bring the fabuloso moment back https://t.co/8vku5Iok4T","yes",103
"RT @JoeBiden: America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on Januar…","yes",104
"RT @TimRunsHisMouth: Instead of canceling student loans, they should cancel America's debt to China.","yes",105
"RT @ben_a_goldfarb: In New York, the arrival of a single beaver a decade ago made national headlines. In Seattle, meanwhile, they're freaki…","yes",106
"RT @wilson6923: Y’all 2 former PRESIDENTS OF THE UNITED STATES OF AMERICA were just name dropped in a sex trafficking of minors trial!?!?!?…","yes",107
"@Graham__Hancock Mr. @Graham__Hancock is there some place behind the great pyramid of Cholula? 🤭 … if that so, I wish you the very best in Puebla (my city) and Mexico. I just bought recently a copy of “America before” incredible book! 👍🏼","yes",108
"RT @raulbarreragt: Pobrecito el Licenciado @JoeBiden, que se queda sin el respaldo político, económico y militar de esta superpotencia bana…","yes",109
"RT @jvharris_1965: Let’s be clear.
America doesn’t have a complicated past.
We have a violent, racist past.

…and not much has changed, sad…","yes",110
"RT @EricWolfson: “While the group had marched through the city with threatening chants about their plan to ‘reclaim America,’ by the end of…","yes",111
"Omicron brings fresh concern for US mental health after ‘grim two years’ https://t.co/tlO5NVjiUO","yes",112
"Due to of the American weapons, the majority of Yemenis chant the slogan ""Death to America.""
#USArmsKillYemenis
#سلاح_امريكا_يقتل_اليمنيين","yes",113
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",114
"@elonmusk @newsmax Agreed!!! We need to get that raggedy old skin bag of $hit pelosi out of office that crypt keeper should have died eons ago but her hunger for  the tax payers money and her sucking the life out of America somehow keeps her alive!","yes",115
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",116
"RT @MsAvaArmstrong: you know what's killing America?
VOTER FRAUD","yes",117
"RT @BusinessInsider: China's middle class is starting to look a lot like America's, and that's not a good thing https://t.co/Q6HNG7Iptb","yes",118
"RT @infodemiaMex: 🚨#FakeNewsAlert

❌#Falso que #recorrido en #tren del Presidente @lopezobrador_ se haya grabado en un simulador

✔️El vide…","yes",119
"""Las jugadoras lo intentaron todo el partido, pero América vino a defender ese gol y se dedicaron a rechazar, que también es válido y muy respetable. Les valió el pase"",  dijo el técnico de @ChivasFemenil.
 https://t.co/SLF2lcSDca","yes",120
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",121
"RT @pabloagreda7: GIGANTES: El Club América ELIMINA a Chivas por tercera ocasión en la historia de la Liga MX Femenil.

✅ Apertura 2019 
✅…","yes",122
"@newliv2011 @JudicialWatch Guess what him? All those say TRUMP. Not United States Of America's blah, blah, blah.. You're argument is Pretty Thin. 
Do you Really want to compare Real numbers, or just this line list of things you think matter to everyone?!","yes",123
"@OmahaSpeak That is the point, they don't want America/Americans to survive it.","yes",124
"RT @ResacaAmerica: ¡EN LA FEMENIL SI! 👩🏻

América derrota a Chivas 2-1 en el global del Clásico Nacional y avanza a semifinales. 👏🏻🔥 https:…","yes",125
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",126
"RT @SenTedCruz: Four years ago President Trump recognized Jerusalem as the capital of Israel, bringing US policy in line with Cong law – an…","yes",127
"@Sladek7 America to Rodney he is the apple of America’s eye lol https://t.co/LhPlKzcahD","yes",128
"RT @HannahHammonds6: Fun fact: The Crimson Tide is the only team in America to make the CFB Playoff, the NCAAM Sweet 16, NCAA Baseball Tour…","yes",129
"RT @ChinaRealTime: China is becoming more opaque, even as its presence on the world stage grows, leaving companies and governments to figur…","yes",130
"Yes. These old crooks in the senate and house all they know is insider trading and lobbying for whoever paid them $$. Need to kick them all out, new admissions need to pass super IQ test and need to be 100% capitalist not socialist that corrupts America from within. https://t.co/ofs2aZ5fmd","yes",131
"RT @AmericaFemenil: 📸 | ¡Hay fiesta, FIESTA en AMÉRICA! 💙💛

#JuntasPorLaGloría #EstoEsAmérica https://t.co/ngwOKu5BDu","yes",132
"@Comrade_Cash if you think youre going to win over the people of the united states by saying 'youre all evil, everything youve ever stood for is evil' you are completely delusional. the 'grift' is doing shit to get on MSNBC or FOX. you DSA radlibs are closer to corporate america than we are.","yes",133
"@Caitch22 @chrischirp That is fine if and only if you live in the Southern Hemisphere.  In Europe or North America, the idea is completely bonkers.","yes",134
"como vamos a ser campeones de america con un messi espectacular en todos los aspectos, ganándole a Brasil en el maracana, cortando una racha de 28 años, con un grupo de jugadores hermoso dirigidos por un tipo como Lionel scaloni
Maaaaamita que locura la Scaloneta","yes",135
"RT @greekemmy: How America’s Official Secrets Act Ensnared Julian Assange https://t.co/cmOXFfEwef","yes",136
"RT @tarik: Come to America https://t.co/WApl3kpiWO","yes",137
"RT @FacundoBrignolo: PERO BOLUDO CÓMO VAS A GANARLE UNA COPA LIBERTADORES DE AMÉRICA A TU CLÁSICO RIVAL Y EN LA CANCHA DEL REAL MADRID DEME…","yes",138
"RT @SpeakerPelosi: Instead of just talking about infrastructure, @POTUS and @HouseDemocrats have delivered!
 
The Bipartisan Infrastructure…","yes",139
"RT @gnfbleeds: you don’t DECIDE to be gay. one day velvet just makes a tweet saying “you are gay” and that’s when you know. that’s bidens a…","yes",140
"@ChrisPeretti1 @TomJChicago Most disgusting, GROSS man I have ever seen or heard.  America's biggest disgrace is Trump.","yes",141
"RT @JoeBiden: America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on Januar…","yes",142
"RT @LEOCAAMA: “Aplauso de pie”: el GIF con el que Javier Lozano celebró las palabras de Loret de Mola contra AMLO - Infobae https://t.co/8h…","yes",143
"RT @NounouteP: Captain America &amp;amp; Leelou 2/12 Du Feu de Dieu &amp;quot;Tout Ceci est une Fiction et pourrait être Vrai&amp;quot; https://t.co/Sf…","yes",144
"RT @bellausa17: The Democrats are trying to TAKE OVER TEXAS to take over America! Stop every DEMOCRAT!!!","yes",145
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",146
"RT @SoloDeath1: Nothing in life will radicalize a person faster than a medical diagnosis in America","yes",147
"RT @TalbertSwan: Telling the truth about anti-Black, racist, hatred and violence perpetrated by white folks against Black people isn’t “spe…","yes",148
"The fact that the America's military stands in the aggression against #Yemen, it's taken root
#USArmsKillYemenis
#سلاح_امريكا_يقتل_اليمنيين
https://t.co/Y7TohYjB5R","yes",149
"RT @mobeginomics: Hello South Africa 🇿🇦 😀. Looks like America dealt you a bad hand.
https://t.co/wrcec6TgAC","yes",150
"RT @TrumpWarRoom: President Trump is the greatest jobs president ever. Joe Biden is destroying America. https://t.co/4XHDuY26pZ","yes",151
"RT @IAmPoliticsGirl: Would I like to live in a society without guns? I would. Is that going to happen in America? It won’t. So, let’s think…","yes",152
"@SomeAnneEnergy @RonFilipkowski Tucker is a ringleader in the attack that fraudulently enraged Americans to attack America, weaponized communication. Info war waged against the United States to hinder regulation of global business and dark money. FOX is not news https://t.co/oYfPSJpMs0","yes",153
"https://t.co/TfuLohCBmE","yes",154
"RT @bourgeoisalien: 40 hours a week is too much. Spain recently enacted the 4-day work week. America is so far behind on workers' rights it…","yes",155
"Ya estoy mejor, la junta de esta tarde en mi trabajo me reanimó la vida. Ahora sí, vuelvo a ser la patrona y señora en esta vida Jajaja y que chingue su madre el America y mis…","yes",156
"RT @JoeBiden: Any country that out educates us will outcompete us. 

That’s why my Build Back Better Act will provide universal pre-K to ev…","yes",157
"RT @RSBNetwork: Statement by Donald J. Trump, 45th President of the United States of America https://t.co/IEBigIQDTA","yes",158
"RT @YungSpengler: What a bizarre analogy. Team America: World Police was a spoof of the systemic overreach and lack of strategy plaguing Am…","yes",159
"RT @esny10: @Mike_Pence On January 6, You had the power to keep America great, but you did nothing to prevent it 🤷🏼😡","yes",160
"RT @risingstarpr: My Young Hotwife 2! @blkblssm Beautiful @newsensations Cover, New @naughtyamerica Scenes &amp; Best New Award Noms 4 @avnawar…","yes",161
"RT @RobSchneider: In case anyone is noticing,
The United States of America is now in a Constitutional Crisis. 
The Executive Branch of Gove…","yes",162
"What Rayna is telling… What’s been the F wrong with America? A country example of what? #BelowDeck","yes",163
"@realLizUSA Trump has made it very clear that he hates America and everything it stands for. Kemp is only a ""RINO"" for refusing to break the law and help Trump cheat his way to a second term","yes",164
"RT @Nicolet84520681: Ragazzi appena parlato con il mio rappresentante americano arrivato
adesso in Italia 
In America quasi più nessuno por…","yes",165
"RT @hombresenridicu: Lo quiere contratar el América 😅😅😅 https://t.co/XBnbmH7yNf","yes",166
"RT @Allezamani: @Fact America and Nigeria in a nutshell","yes",167
"RT @bcbnyc1: Protect America’s largest rainforest! Tell @SecVilsack @USDA @forestservice to restore protections to 9.2 million acres in Ala…","yes",168
"RT @ThatF_ckerYote: ""One thing that these last few years have taught is that if America is ever attacked by actual invaders, the Democrats…","yes",169
"RT @CINEMA505: Os melhores roteiros do século 21, segundo o Writers Guild of America (WGA):

#1. Get Out
#2. Eternal Sunshine of the S. M.…","yes",170
"RT @futpicante: ¡AMÉRICA A SEMIFINALES! 🦅

Las Águilas sacaron un empate sin goles en el Akron para vencer por global (2-1) a Chivas y colo…","yes",171
"RT @charla120: @SecBlinken With due respect, America cannot lecture Ethiopia on human rights. George Floyd’s death, the war in Ethiopia, Li…","yes",172
"@Xolani821 @Rakgadi_EM Interesting you bring up Bill Cosby. Personally I think there's a conspiracy against successful black men in America. Firstly the people that accused Bill, including Janice Dickinson, took a while to come forward. Decades.","yes",173
"RT @realJAguilar: @ChristinaPushaw Living for 26 years under Castro communist regime I can tell you governor DeSantis is the opposite to Fi…","yes",174
"China’s Middle Class Is Starting to Look a Lot Like America’s https://t.co/4hNRpVSWUQ","yes",175
"RT @MaxRose4NY: I’m running for Congress in #NY11 because I can’t sit by while Republicans tear us apart just to hold onto power. 

The Ame…","yes",176
"RT @vasabjit_b: I have been following China's escapades in Africa and Latin America for some years. Let me be clear: be it Equatorial Guine…","yes",177
"RT @JoeBiden: Any country that out educates us will outcompete us. 

That’s why my Build Back Better Act will provide universal pre-K to ev…","yes",178
"@ESPNmx @AlvaritoMorales hablas de que el america no chilla por que a ustedes les regalan todo los arbitros y dices lo del tiempo agregado en el pumas vs juarez ya se te olvidaron los 15 minutotes que agregaron en la final de la concachampions este año?","yes",179
"RT @CupcakesForYou7: Let’s be clear—the ONLY people that have the right to say, “Reclaim America,” are the Indigenous. 

Ty for coming to m…","yes",180
"RT @TalbertSwan: Muslims from another country in a pic holding guns = ‘terrorists’

Wypipo from America in a pic holding guns = ‘patriots’…","yes",181
"Well…it’s a new month. I haven’t mentioned this since November, but @realkatiejow is still the most constitutional school board member in America!","yes",182
"RT @DhivehiOne: Yes, aharun America brand electronics gengulhen, ekam American military mithanah annan okay eh noon, Hama ehen India sifain…","yes",183
"RT @CIDE_MX: ""Empirical Problems on Legal Defense in Latin America"" será el número especial de la revista Crime, Law and Social Change edit…","yes",184
"RT @realStanVG: Kids deserve to learn the truth and this guy taught it. Anyone who doesn’t think white privilege in America is a fact eithe…","yes",185
"Idk man the KFC in Jamaica is 1000x better than America’s. https://t.co/4L7GApPvGP","yes",186
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",187
"RT @OregonZoo: Furry high five to @SenJeffMerkley and the Senate Environment and Public Works Committee for hearing the Recovering America’…","yes",188
"@Fact America and Nigeria in a nutshell","yes",189
"Without conservatives America becomes like Australia.","yes",190
"RT @Denisse__Love: Victoria:

La vacunación obligatoria ha sido bloqueada en todos los Estados Unidos de América. https://t.co/fmO1Nbj3bz","yes",191
"SCANDAL, lets all turn on FN/NM/OANN &amp; see the other side just throw darts &amp; show the country how insulting this to the office she holds &amp; America, wheres the accountability, respect, and professionalism /s https://t.co/GbD5kpAPJO","yes",192
"There's mcchicken in the America ???","yes",193
"RT @NikkiHaley: Biden is making a mistake by opening a door to Iran that he won’t be able to close. Once he shows he’s willing to cave on t…","yes",194
"stop the boosters until 90% of the world has 2 shots

America and Europe choose divergent pandemic paths https://t.co/TPcVeLMXok via @Yahoo","yes",195
"Joao el mejor jugador de América contra Alianza? Ya eso dice mucho del nivel de sus compañeros","yes",196
"RT @JoeBiden: America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on Januar…","yes",197
"@fstockman He is literally not upholding the rule of law against America's most notorious criminal. He's not fighting for a fair Court or basic voting rights. What the hell is he doing telling anyone else to fight for democracy?","yes",198
"@Meta Congratulations, you've managed to do what no other country could... bring down the United States of America.","yes",199
"RT @DebbieforFL: While I was busy working, I see the extreme alt-right has had plenty of time on social media placing personal attacks agai…","yes",200
"RT @IckyGyki: 💖Endwalker Code Giveaway!💖
So I accidentally bought an extra copy of Endwalker
North America region
I will be pulling the win…","yes",201
"RT @jilevin: Massachusetts has one of the lowest death rates in America. Here's why: https://t.co/SuIpbLLyMS","yes",202
"RT @MittRomney: The Administration is right to refuse diplomatic presence at the Beijing Olympics: America will not turn a blind eye to Chi…","yes",203
"RT @BusinessInsider: China's middle class is starting to look a lot like America's, and that's not a good thing https://t.co/Q6HNG7Iptb","yes",204
"RT @KamVTV: If Planned Parenthood were killing puppies instead of babies, America would have shut them down by now.

Just saying.","yes",205
"RT @ZaleskiLuke: in some way, small or huge, trump's refusal to concede is inhibiting the biden administration from taking hold and the ent…","yes",206
