"text","usa","ID"
"RT @JoyAnnReid: Thanks for all the 🎂birthday🎂 wishes, peeps!! Yesterday was a phenomenal, perfect day, thanks to my family-family, my frien…","yes",72
"RT @KuuEater: joe biden addressing the nation with the biggest stiffest fucking tent in the world: America, I Am Better Now","yes",73
"RT @flagellan: @YoDoctorYo Just in:

""By tracking the evolutionary trajectories of vax-resistant mutations in more than 2.2 million SARS-Co…","yes",74
"RT @RSBNetwork: Statement by Donald J. Trump, 45th President of the United States of America https://t.co/lSifyUuj5z","yes",75
"RT @JoeBiden: Last year, more than half of the schools in America were closed. This year, 99% of schools are back open, and 20 million chil…","yes",76
"RT @TheRightMelissa: BREAKING: Mike Lindell is suing voting systems company, Smartmatic after they defamed &amp; tried to silence him. They are…","yes",77
"RT @digitalassetbuy: How the SEC does business(How they stifle innovation in America) https://t.co/XwSuSWOMfb","yes",78
"@A1nowy I think America will most lively split in the near future unfortunately","yes",79
"RT @Rene4D45: Rise Up America!
@Rene4D45 
@RitaCosby 
@Hamletgarcia17 
@michaeljohns 
@Bolick4Arizona 
@christianllamar 
@TattoedOkie 
@sun…","yes",80
"RT @miiniyoongs: [211208 V Weverse Comment]

💜 taetae while you were in america have your english skills improved?

🐻 i think only my pronu…","yes",81
"RT @MarshallCohen: DOJ just unsealed charges against Jan. 6 rioter Thomas Conover of Texas. Prosecutors say he drank a beer while storming…","yes",82
"RT @KuuEater: joe biden addressing the nation with the biggest stiffest fucking tent in the world: America, I Am Better Now","yes",83
"NEXT WEEK: Stand up to book bans! Learn from anti-censorship experts, authors, and other student activists, and leave with the tools to challenge book removals, organize protests, and mobilize your community against this alarming, national trend. https://t.co/Pw0Cp16Ur4","yes",84
"RT @coscuzeko: Neymar no solo perdió la copa america, sino que ahora también la wacha https://t.co/Em8JdNKNhR","yes",85
"RT @challenguate: Unlike most members of its genus, Heliconia collinsiana can thrive in the cool highlands as much as it does in the hot lo…","yes",86
"@marceelias These Fing people. Why do traitors, that are a National Security Threat,  still have power? The GOP is literally killing Americans by mass murder. The GOP is selling us out to our adversaries. We can’t have comprised politicians in the Information Age. WTF, America!","yes",87
"RT @ACTBrigitte: I am sick and tired of establishment Republicans who promise to be tough until they're in power.

It's time for a new gene…","yes",88
".@maddow is one of America's most popular proponents of socialism, but when it comes to abortion, you will not find a more enthusiastic libertarian. via @TimJGraham @DailySignal https://t.co/yOpo8m6Fgg He must be afraid of getting pregnant as I assume he has a womb?","yes",89
"RT @stevie_mat: Oh honey....John Kellogg was a eugenicist who created cereal to keep white America from getting fat so they could outlive A…","yes",90
"RT @161_BKLYN: One of the things that ppl don’t really know is that a lot of the cruelties that occur throughout Latin America, happen to i…","yes",91
"RT @alexisohanian: If we get this right, America, this isn't just a win for American values, but also our economy. This innovation (and wea…","yes",92
"RT @BoycottUtah: It is Wednesday, December 8, 2021. Fellow citizens, 146 insurrectionists sit in Congress. This man is a traitor to the the…","yes",93
"RT @miiniyoongs: [211208 V Weverse Comment]

💜 taetae while you were in america have your english skills improved?

🐻 i think only my pronu…","yes",94
"RT @theRealKiyosaki: Surging Crime, borders wide open, drugs pouring in, homelessness increasing, and Christmas Trees burning. 
Putin and X…","yes",95
"RT @MeetMattFraser: Pre-Order Here &gt;&gt; https://t.co/SjmwG8eRH8
.
From America’s top psychic medium comes a new book that reveals all the sec…","yes",96
"RT @EricMMatheny: Twitter just shut down one of the most influence conservative voices in America, and not to mention one of my closest fri…","yes",97
"@DickFurari @HoboMan976 Tits on my beer. Animal on the wall. OSB plywood room. This is America I love","yes",98
"RT @miiniyoongs: [211208 J-hope Weverse Comment]

💜 hope-ie are you still in america?

🐿 yesyes i should go now😉 https://t.co/1iJadtecYk","yes",99
"This is AMERICA and AMERIKKKA...
#Amerikkka
#BlackLivesMatter 
#KyleRittenhouseIsGuilty 
#KyleRittenhouse 
#KyleROTTENhouse https://t.co/URYKnO28rG","yes",100
"RT @PabloIglesias: La política exterior española hacia  América Latina. Mi análisis en @C5N 👇🏻 https://t.co/plYiNcrFst","yes",101
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",102
"More coverage rolling in from the @CoreResponse charity auction in Miami where @metagoodnft @OnChainMonkey is creating an NFT that raised $200K for COVID relief in Latin America. Empowering real world good through crypto ✊🌴🌟@huuep @KiteVC @amandaterry @jorgeperezjr @AkbarHamid https://t.co/FLyOk5dV9h","yes",103
"@Breaking911 Biden selling America to putin","yes",104
"RT @JennWrenStanley: Student loans are America’s way of saying, “We don’t want a well-educated population.”","yes",105
"RT @DeanoJ14: We men shouldn't feel fortunate to be born male in the United States of America. But it sure is hard not to when you consider…","yes",106
"RT @ImALKatz: @apal0329 @johnpavlovitz The problem is we don't have a health CARE system in America, we have a health INSURANCE system. Not…","yes",107
"RT @Futurical: Ethiopia was, before America. Ethiopia will be, after America. A 3K+ civilisation cannot be undone by sanctions and a rebell…","yes",108
"RT @pcbrynn: It has been 22 years since the Columbine massacre, and the only solution America has come up with to respond to school shootin…","yes",109
"RT @RepBoebert: So it was confirmed today that Biden’s IRS targeting scheme will report information on 87 million Americans earning less th…","yes",110
"RT @SenSchumer: Breaking: We just confirmed Jessica Rosenworcel to be Chair of the @FCC

She's set herself apart as one of America’s leadin…","yes",111
"RT @kikxyaguila: 🚨🚨🚨Club America y antuna Han llegado a un acuerdo🚨🚨🚨 los dos están de acuerdo que chivas son unos  pendejos  muertos  y  g…","yes",112
"RT @ceciazul: URGENTE:
Hay matrimonio igualitario en Chile. Jornada histórica para los derechos en América Latina. Senado y Diputados lo ap…","yes",113
"RT @DeMemoria: 🥲Hace 30 años, en 1991, salió a la venta la edición Año 1 No. 1 de 'Club Nintendo'. 

🇲🇽De origen mexicano, Club Nintendo fu…","yes",114
"RT @POTUSThump: Set your alarms, KAMEN AMERICA VOLUME 4 and OMNIBUS goes to INDIEGOGO tomorrow at 10 AM CST! EVERYTHING is LIMITED, so make…","yes",115
"RT @Neoavatara: You can't fix stupid. @AOC

https://t.co/bd1Vqdijup","yes",116
"@JMarie_America @anne_cereda Same. Rules in Pelosi household","yes",117
"RT @CupofJoeintheD2: @Jimoday1 @ChrisDJackson The #Trump Minions all have the same plan and the Committee is allowing it to happen!!! Makin…","yes",118
"@redsteeze This is a disgrace. Government “shaping” the news.

This is why trusting the news media is a colossal mistake.

The clown show economic “policies” are killing America.","yes",119
"@DonaldJTrumpJr SloJoe says, Putin, if you invade the Ukraine, we will hit you with devastating economic sanctions.  Oh, and by the way, could you pump more oil, we're a little short here in America...","yes",120
"RT @Reemzestilo: You can’t convince me there an Everton fan living in the United States of America","yes",121
"RT @KevzPolitics: JUST IN - Barbados PM Mia Amor Mottley named Champion of the Earth - United Nations' highest environmental honour; she wo…","yes",122
"RT @waltshaub: It’s interesting to watch fascists in America celebrate a day that commemorates our entry into a war against authoritarians,…","yes",123
"RT @RobSchneider: CNN is America’s Pravda and Tass.","yes",124
"RT @SeriesTWBZ: O roteiro de ""Corra!"" foi eleito como o melhor do século XXI pelo Sindicato dos Roteiristas da América.

🗞️ Collider https:…","yes",125
"@kristy_clueless Bright lights of America- Anti Flag, or New Maps of Hell-Bad Religion","yes",126
"RT @ASUNVolleyball: Congrats to @FGCU_VB's Erin Shomaker on being named to the @AVCAVolleyball NCAA Division I Southeast All-Region Team‼️👏…","yes",127
"So much for all the fear-mongering about them slowing down

https://t.co/lIE9N2S7vc","yes",128
"RT @UyDeporte: 🏀La selección uruguaya de básquetbol en silla de ruedas debutará hoy en el Sudamericano que se disputará en Buenos Aires y s…","yes",129
"RT @TeamPelosi: Everyone in the US has close, free access to vaccines and boosters and to scientific guidance to keep safe from COVID. Unem…","yes",130
"RT @JusticeThomas: Justice Thomas on why America is worth fighting for. #CTwisdom https://t.co/rKeWJtV1uE","yes",131
"RT @SenSchumer: Breaking: We just confirmed Jessica Rosenworcel to be Chair of the @FCC

She's set herself apart as one of America’s leadin…","yes",132
"RT @amconmag: NEW: ""I am leading a bipartisan effort to end America’s complicity in Saudi Arabia’s war on the Yemeni people. This week, I w…","yes",133
"@USATODAY Wtf they just wanted to rest. How did ya all make it abt their country politics suicidal rate economic effect agricultural impact nd all. Till the next time an American artist has a cb should I blame on the divorce rates in America?!?","yes",134
"RT @tzimmer_history: An urgent reminder by @perrybaconjr: America’s slide into authoritarianism is continuing – it has actually accelerated…","yes",135
"RT @ProjectLincoln: As President Roosevelt made clear 80 years ago today, when America is threatened, she will not back down — she will win…","yes",136
"RT @amconmag: NEW: ""I am leading a bipartisan effort to end America’s complicity in Saudi Arabia’s war on the Yemeni people. This week, I w…","yes",137
"RT @MEPFuller: My “I Am Why We Don’t Need to Teach America’s Racist History” T-Shirt seems to be having the opposite effect of what I inten…","yes",138
"@billoxenford 
My fellow Patriot please follow me and let's fight to save America","yes",139
"RT @geekversez: Animações com os melhores roteiros do século XXI, segundo o Sindicato dos Roteiristas da América:

• Divertida Mente
• Up:…","yes",140
"RT @straterize: their managers literally had bets on their lives as they got sick and died, maybe that’s why there aren’t so many chiccy te…","yes",141
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",142
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",143
"RT @SpeakerPelosi: Eighty years ago, the infamous attack at Pearl Harbor killed over 2,400 beautiful patriots, thrust America into a world…","yes",144
"RT @realArmandKlein: 🇺🇸🇺🇸🇺🇸Remembering Pearl Harbor December 7 1941🇺🇸🇺🇸🇺🇸 On This 80 Anniversary ,We Remember Pearl Harbor. We Remember 240…","yes",145
"@shannonrwatts @washingtonpost Why isn't gun license considered something similar to driving license in America? Are Americans nuts?","yes",146
"#sustainabledevelopmentgoals #inclusionanddiversity #greenfinance 

Bank of America Issues $2B #sustainability Bond Targeting Equality, Economic Opportunity and Green Investments

“#ESG-themed securities are scaling finance to cri…https://t.co/e8XDCyWD5G https://t.co/LzCFhxUzGj","yes",147
"RT @ceciazul: URGENTE:
Hay matrimonio igualitario en Chile. Jornada histórica para los derechos en América Latina. Senado y Diputados lo ap…","yes",148
"REMEMBER PEARL HARBOR
AND THE GREATEST GENERATION IN OUR HISTORY
GOD BLESS AMERICA
GOD BLESS OUR VETERANS https://t.co/OKOnqKJfgl","yes",149
"RT @HotepJesus: Never forget!

America knew in advance that Pearl Harbor was a target and presented it as a target to force America into WI…","yes",150
"RT @ZODI_Apure: #7Dic de 1824, Bolívar convocaba desde Perú, el Congreso de Panamá, invitando a los Gobiernos de la América meridional, a e…","yes",151
"RT @WhiteHouse: Dr. Lee Savio Beers, President of the American Academy of Pediatrics, answers questions about the COVID-19 vaccine for kids…","yes",152
"RT @12Dohlicious: They say, Kyungsoo is irrelevant but Kyungsoo brought the name EXO on overseas TV, ABC News America 😌  https://t.co/cMsQI…","yes",153
"RT @crookedroads770: They say America is the land of opportunity but when’s the last time you had the opportunity to eat a schnitzza https:…","yes",154
"RT @gnfbleeds: you don’t DECIDE to be gay. one day velvet just makes a tweet saying “you are gay” and that’s when you know. that’s bidens a…","yes",155
"RT @SenSchumer: Breaking: We just confirmed Jessica Rosenworcel to be Chair of the @FCC

She's set herself apart as one of America’s leadin…","yes",156
"Evangelicals &gt; far right in general &gt; Republicans.  Evangelicals do not negotiate or honor others, since they are doing God's work.
#Republicans need the cultural wedge issues to divide &amp; conquer.
And resonable republicans &amp; America are SOL (ShitOuttaLuck)
Am I wrong?","yes",157
"UFSC promove palestra virtual sobre integração da educação superior na América Latina e Caribe https://t.co/9CXdxmKDg0","yes",158
"RT @Gritty20202: This is America. https://t.co/RQOwmVheni","yes",159
"@USEmbassyAddis Don't hear 1 million daispora ethiopian are on the way to ethiopia from America And Europe. Ur BS statment is nonsense. Yankees pls leave Ethiopia","yes",160
"RT @harrisonjaime: When you try your best to look good in your 🤡 performance for the 🎪 circus ringmaster. 

If you loved America, you sure…","yes",161
"RT @USSArizona: At this moment 80 years ago, the United States of America comes under attack by the Empire of Japan. #PearlHarbor80 #Rememe…","yes",162
"@MFDrew Yeah probably wise move, super interesting what they do with the expansion. Maybe North America?","yes",163
"And Angier Biddle Duke, former U.S. chief of protocol and scion of one of America's most aristocratic families, helped Sasakawa set up the U.S.-Japan Foundation and served as its first chairman, current foundation officials say.","yes",164
"O brasil e creio q toda america do sul é @TeamVikings hoje, receba nossas energias positivas pra conquistar essa vaga, vcs tem potencial e independente de todo, ja estamos muito orgulhosos

#GOVKS #VALORANTChampions https://t.co/dTELXm0ORr","yes",165
"RT @JuliaMorales: Baseball America announced today that Astros manager Dusty Baker has been named their 2021 Manager of the Year.","yes",166
"@aviator_naval sadly, I believe you are right.  @BarackObama always hated &amp; resented @POTUS Biden for his ""white privilege"" &amp; his incompetence. Everyone in DC KNEW he was an incompetent, racist, liar. Like Barack, Joe was PLACED in the Presidency. God save America from this evil. https://t.co/euitqbYSlJ","yes",167
"RT @RTultimahora: ÚLTIMA HORA: 
Chile aprueba el matrimonio igualitario y se convierte en el séptimo país de América Latina en reconocer es…","yes",168
"RT @ALshrogey12_313: He did not surrender America's weapon and the hatred of the Arabs, even the fetus in his 
mother's belly.
#سلاح_امريكا…","yes",169
"@burgessev https://t.co/OBaskf6ko5","yes",170
"December 7, 1941 – “A date which will live in infamy...”
A day we honor #PearlHarbor heroes who gave it all on behalf of our nation, and those who continued to fight for America. My late father, Bill, proudly served in the @USNavy in the Pacific Theater.
 https://t.co/s70Xhp0vO4","yes",171
"RT @SonyxB: The British High Commission in Abuja, Human Rights, Amnesty International, Amnesty America: FREE MAZI NNAMDI KANU - Sign the Pe…","yes",172
"RT @JoshMandelOhio: Saving America will happen in churches, not Washington DC.","yes",173
"RT @Right_NotLeft: Having an ailing old man with dementia as the face of America is super embarrassing. 😑","yes",174
"We got the Mueller report...nothing happened or changed...we got two impeachments...nothing happened nothing changed...we now have the 1/6 committee and nothing will happen or change...

A pattern of fraud and incompetence built on procedure and gibberish.

America sucks.","yes",175
"RT @RafaDato2: Tigres vence 4-0 a Cruz Azul y elevan a 40 su invicto (33V y 7E), la mayor racha de la Liga MX Femenil y la Primera División…","yes",176
"RT @KFartx: America's Next Top Yodel https://t.co/UldplsuPC4","yes",177
"RT @tanjamaier17: Odd EU health ministers are doing in person meetings to discuss a highly transmissible new variant as if Zoom doesn’t wor…","yes",178
"RT @PopulismUpdates: I actually think a big-tent, radical reform-focused anti-establishment party could be fabulously successful in America…","yes",179
"@TGosawich @brianlilley @JustinTrudeau Following evidence. Have a look at America and then tell me how mandatory minimum sentences are effective.","yes",180
"@Bellamari8mazz @FireBallNPizza @keith0sta @11Kit2 @TheRebeluniter @JuniorM0331 @MP4USA @4Mischief @Randyebuckleyg1 @DoraDallas6 @BadOctavia13 @LillyRose_bh @PAYthe_PIPER @PUREB007 @BruceChambers @trump4_america @JDugudichi @nola1107 @FM_NoAlgos @aingelgrl @qfd_bruce @Q888Jjfv Followed and RT all.","yes",181
"RT @JesseKellyDC: A day to remember. Frankly, a day that should still make people angry in America and Japan. One for the sucker punch that…","yes",182
"@Jim_Jordan Fauci is a war criminal, God Bless America on this meme rial day! Let’s go Brandon!","yes",183
"Q: Why not make rapid tests free in America, especially around the holidays.  A (Zients): We beleive the most efficient and effective appraoch is more nuamnced than that.  We will continue to increase the  access to free tests to everyone in America. #coronavirus","yes",184
"RT @RoadtoRoota: Why did Bank of America RETURN their Leased Silver back to JP Morgan via the COMEX?
 
Was it all just for show?
 
SOOO DAR…","yes",185
"RT @RamnMonte1: #Cuba ocupa hoy el primer lugar en América Latina y el tercero en el mundo en la inmunización antiCovid-19 con el 83 por ci…","yes",186
"RT @bopinion: In the 2000s, the growing ubiquity of bank branches was one of America’s great retailing puzzles. 

Online banking was on the…","yes",187
"@LynnWil66185346 @JMarie_America https://t.co/mUlJbkItT8","yes",188
"@stevens42069 I’m not sure how one defines “middle America.” I define it as the middle class- and I feel like as a member, I can speak to this group…","yes",189
"RT @tatumreport: December 7 will forever be a day of Infamy for The United States Of America. Today we take a moment to reflect on all the…","yes",190
"RT @USSArizona: At this moment 80 years ago, the United States of America comes under attack by the Empire of Japan. #PearlHarbor80 #Rememe…","yes",191
"RT @VandeveldeWim: ""They are just giving us the crumbs from their table. The greed they demonstrated was disappointing, particularly when t…","yes",192
"RT @Jim_Jordan: Real America wants safe cities, affordable gas, and freedom. 

Democrats gave us record crime, record inflation, and Fauci.","yes",193
"RT @brent_allen94: America’s greatest ally: https://t.co/K2qA5IxRm3","yes",194
"RT @Hevo26: @GovRonDeSantis @ChrisSprowls DON'T KILL HIM PURPOSELY.He is INNOCENT 💔 All the Evidence presented to the court was all lies..H…","yes",195
"América de Cali el recuerdo de la estrella 14 en 2019 https://t.co/wf8kaYWvi1","yes",196
"RT @TIME: ""Black World War II veterans were largely excluded from the GI bill that created America's middle class. It's time to rectify tha…","yes",197
"RT @Consenso15: Noticion:
La vacunación obligatoria ha sido bloqueada en todos los Estados Unidos de América. https://t.co/LVBP1BUoV2","yes",198
"I read something interesting recently that black people used to celebrate the 4th of July on the 5th as a protest to the failed promises of America.","yes",199
"RT @JesseKellyDC: A day to remember. Frankly, a day that should still make people angry in America and Japan. One for the sucker punch that…","yes",200
"RT @RepAndyLevin: Wishing a happy 66th birthday to the @AFLCIO! The labor movement’s fight to secure dignity, democracy and safety in the w…","yes",201
"RT @USSArizona: At this moment 80 years ago, the United States of America comes under attack by the Empire of Japan. #PearlHarbor80 #Rememe…","yes",202
